Tweet,Geo,Location
"price can go higher pa since it’s fast eta, i’ll be transparent with the isf sharing naman. thank you!!",,
RT @Ash_Rokzz23: Tathya who is reliable pollster and has ears to the ground and predicted wind of many states perfectly is projecting an sw…,,भारत
RT @duryodan_: CPIM backed candidate KT Sulaiman Haji in #Kerala hides details of his second wife (18) from #Pakistan by writing ‘ Not Appl…,,भारत
"RT @thomasJins: CPIM crushed CPI like anything. This election will see near death of CPI in Kerala.

CPI will either die, merge or allign w…",,India
"Thank you guys. Might close this tomorrow / wednesday for korean lucky draw. 

I love you all. Huehuehue mwah bigyan ko kayo magandang freebies 😭",,"Makati, Philippines"
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,
"""We Want Fair Election."" - Aniruddh Sarkar 🙏 #StopPoliticalViolence #SAVETHECHILDERN #safety #BJP #TMC #Congress #CPIM #WestBengalPolls #WestBengalElections #westbengalassemblyelection2021 @IamSumanDe",,"Kolkata, India"
RT @CPIM_WESTBENGAL: Support pours in for  #SanjuktaMorcha supported LF nominated CPIM candidate Pritha Taa. Defeat the TMC-BJP nexus. Vote…,,"Bokaro Steel City,Jharkhand "
"RT @ashutoswrites: https://t.co/nJKWFJuqAC

@INCWestBengal  Manifesto Released By @adhirrcinc ...

#Vote4SanjuktaMorcha
#NoVoteToBJP 
#Batt…",,India
@INCWestBengal Young candidates must have been given in West Bengal ! Anyways all the best. ❤️❤️🙌🙌🌹🌹😘,,"Nagpur, India"
"RT @SitaramYechury: Election Commission must ensure:
•Vote cast is recorded in the Control Unit of the EVM &amp; then shown by VVPAT.
•100% mat…",,
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,India
"RT @wabthestocks: #WABToCart | PH GO
pls help rt 🥰

✨ BE Deluxe Album with Lucky Draw PC (UMS JP) ✨

– 2,550php + ISF + LSF
– NORMAL ETA…",,BTS
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,
RT @taslimanasreen: I was thrown out of West Bengal by CPIM in 2007 and was prevented from entering West Bengal by TMC since 2009. Will I b…,,
"@deepscribble @ajitdatta True that many are playing safe and some are even predicting TMC's victory because of their false belief that Mamata Banerjee is invincible in #WestBengal. Here is my Op-Ed: Winds of change blowing across Bengal.
https://t.co/MqVzX6IOQR",,"Tripura, India"
"RT @wabthestocks: #WABToCart | PH GO
pls help rt 🥰

✨ BE Deluxe Album with Lucky Draw PC (UMS JP) ✨

– 2,550php + ISF + LSF
– NORMAL ETA…",,'00🔸
"ISF's Seed Health Manager, Dr Rose Souza Richards @mar10836885 will take part in this event. 

Register here 👉https://t.co/GymZCoghXu

#iyph #WTOsps",,"Nyon, Switzerland"
"RT @NidhiSuresh_: “If you speak openly against them (CPIM), they will either kill you or hack your limbs and leave you to rot"" 

- Mohammad…",,"New Delhi, India"
"RT @SitaramYechury: Election Commission must ensure:
•Vote cast is recorded in the Control Unit of the EVM &amp; then shown by VVPAT.
•100% mat…",,Delhi
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,"Punjab, India"
"I want to see 3 clubs playing in top division⚽ league as 'Mohun Bagan', 'East Bengal', 'Mohammedan sporting'. I want west bengal govt give bank guarantee of these club . These 3 clubs are lives of crores persons. Please sir look into this matter. @CPIM_WESTBENGAL @BJP4Bengal",,"West Bengal, India"
"RT @ashutoswrites: https://t.co/nJKWFJuqAC

@INCWestBengal  Manifesto Released By @adhirrcinc ...

#Vote4SanjuktaMorcha
#NoVoteToBJP 
#Batt…",,India
"RT @thomasJins: CPIM crushed CPI like anything. This election will see near death of CPI in Kerala.

CPI will either die, merge or allign w…",,"Kolkata, India"
"Hope to see this soon..
Para ma inspire sa werkkk..hahahah",,Philippines
"RT @wabthestocks: #WABToCart | PH GO
pls help rt 🥰

✨ BE Deluxe Album with Lucky Draw PC (UMS JP) ✨

– 2,550php + ISF + LSF
– NORMAL ETA…",,
"Increase price of the product, privatization of banks and airports, privatization of govt assets. Rich becoming richer and poor becoming more poor. Hidden capitalist govt agenda!!! #BJPFailsIndia #Communists #CPIM",,Hyderabad
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,"Toronto, Canada "
"RT @aniruddhsarkar7: ""We Want Fair Election."" - Aniruddh Sarkar 🙏 #StopPoliticalViolence #SAVETHECHILDERN #safety #BJP #TMC #Congress #CPIM…",,"कोलकाता, भारत"
"@1887_2000 @Abijithkp8 @siraj2284 @AtheistSpeaKing We don't take backdoor appointments. That is the forte of Comrades. No religion for family but wife needs a job under religious quota. 
CPIM, thy name is hypocrisy.",,
RT @CENTCOM: #Coalition jets conducted 133 precision airstrikes in support of @iraqicts ground ops in Qarachogh MTN to #DefeatDaesh @CJTFOI…,,"Los Angeles, CA"
"RT @chhuti_is: Today's Sanjukta Morcha (@cpimspeak + @INCWestBengal + ISF) rally at Bhangor,  South 24 Pgs. The mainstream media won't show…",,
"RT @thomasJins: CPIM crushed CPI like anything. This election will see near death of CPI in Kerala.

CPI will either die, merge or allign w…",,Switzerland
‘CPIM has already won here’: A day with KK Shailaja in Kannur - Newslaundry,,
"RT @ashutoswrites: https://t.co/nJKWFJuqAC

@INCWestBengal  Manifesto Released By @adhirrcinc ...

#Vote4SanjuktaMorcha
#NoVoteToBJP 
#Batt…",,
"RT @ashutoswrites: https://t.co/nJKWFJuqAC

@INCWestBengal  Manifesto Released By @adhirrcinc ...

#Vote4SanjuktaMorcha
#NoVoteToBJP 
#Batt…",,
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,"Punjab, India"
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,"Jodhpur, India"
RT @CPIM_WESTBENGAL: Campaign rolls on at Bally AC in support of #SanjuktaMorcha supported CPIM candidate @DharDipsita. Defeat the TMC-BJP…,,
RT @CPIM_WESTBENGAL: Support pours in for  #SanjuktaMorcha supported LF nominated CPIM candidate Pritha Taa. Defeat the TMC-BJP nexus. Vote…,,
RT @CPIM_WESTBENGAL: Glimpses of the door to door campaign at Pashkura East AC in  support of the #SanjuktaMorcha supported LF nominated CP…,,
RT @CPIM_WESTBENGAL: Glimpses of the public campaign at Dumdum in support of the #SanjuktaMorcha supported LF nominated CPIM candidate Pala…,,
"RT @CPIM_WESTBENGAL: Reach one each one!
Glimpses of the door to door campaign at Shalboni AC in  support of the #SanjuktaMorcha supported…",,
RT @duryodan_: CPIM backed candidate KT Sulaiman Haji in #Kerala hides details of his second wife (18) from #Pakistan by writing ‘ Not Appl…,,"Thiruananthapuram,Kerala,India"
RT @Ash_Rokzz23: Tathya who is reliable pollster and has ears to the ground and predicted wind of many states perfectly is projecting an sw…,,bharat
"RT @CPIM_WESTBENGAL: Glimpses of the campaign at Ballygunge AC in support of #SanjuktaMorcha supported CPIM candidate @fuadhalim
Defeat the…",,
RT @duryodan_: CPIM backed candidate KT Sulaiman Haji in #Kerala hides details of his second wife (18) from #Pakistan by writing ‘ Not Appl…,,
"ISF Leader’s House Set on Fire in Bhangor After Abbas Siddiqui’s Rally, 2 Held https://t.co/PiHnKxylhU",,
"RT @cpimspeak: .@SitaramYechury letter to the Chief Election Commissioner, Election Commission of India on certain concerns arisen on the f…",,
"RT @cpimspeak: Election campaign in Tami Nadu is on full swing with door to door campaigns, volunteer meetings and mass contact programs. C…",,
RT @LCH_Clearing: Do market dynamics help or hinder #buyside use of #repo? And what routes to market work best? Find out with #LCH SA’s Cor…,,London
"RT @souravramyani: Whom to Vote? A dilemma for Voters like me,want you all to ask as Lenin : What is to be done? I’m completely perplexed a…",,
"RT @ENHAOUTLET: Hello!

Form is up again as one buyer cancelled their slot for the ls! ~ 1 slot only! 💜 

DOP is flexible but we recommend…",,20 | BS Psych | she/her
"RT @GLMXTech: GLMX will be sponsoring the Buyside Repo and Regulatory Forum hosted by @FOWgroup next week. @glenn_havlicek, CEO and Co-Foun…",,London
"@SDey83 @CPIM_WESTBENGAL @cpimspeak @salimdotcomrade @DharDipsita @MayukhDuke @GANASHAKTI1 @ajoydasgupta @SUNDARmyth @mishra_surjya @Sujan_Speak U wants to keep your party as live in India.People has already thrown out from WB ,Tripura ,except Kerala. So Change your negative agenda for abrogated 370 ,35AA , n CAA,Rammandir Nirman, support to China n Abusing to our BSF, Militants.Pointout questions on Surgical strike",,"Kolkata, India"
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,"राजस्थान, भारत"
"@Rajaban74609782 @INCIndia CPIM should be contesting in Bidhannagar, had CPIM contested they might have won in Bidhannagar in 2016. INC has very little appeal in Bidhannagar even with CPIM backing.",,India
"RT @belleamepopup: WTS | LFB | HELP RT [#AnotherGOdolniKai]

BE DELUXE LUCKY DRAW M2U OR SW 

2500php + isf + lsf 
~~ open for pooling (bas…",,
RT @duryodan_: CPIM backed candidate KT Sulaiman Haji in #Kerala hides details of his second wife (18) from #Pakistan by writing ‘ Not Appl…,,Dubai
"RT @SitaramYechury: Election Commission must ensure:
•Vote cast is recorded in the Control Unit of the EVM &amp; then shown by VVPAT.
•100% mat…",,
RT @duryodan_: CPIM backed candidate KT Sulaiman Haji in #Kerala hides details of his second wife (18) from #Pakistan by writing ‘ Not Appl…,,
RT @duryodan_: CPIM backed candidate KT Sulaiman Haji in #Kerala hides details of his second wife (18) from #Pakistan by writing ‘ Not Appl…,,Mumbai India
"RT @souravramyani: Whom to Vote? A dilemma for Voters like me,want you all to ask as Lenin : What is to be done? I’m completely perplexed a…",,barpeta Assam
"RT @CPIM_WESTBENGAL: Reach one each one!
Glimpses of the door to door campaign at Shalboni AC in  support of the #SanjuktaMorcha supported…",,"Snellville, GA"
joshua set for interest check soon! please be reminded na this is excluding of isf bc of different kasabuy ^^,,MNL
RT @CPIM_WESTBENGAL: Support pours in for  #SanjuktaMorcha supported LF nominated CPIM candidate Pritha Taa. Defeat the TMC-BJP nexus. Vote…,,
RT @Ash_Rokzz23: Tathya who is reliable pollster and has ears to the ground and predicted wind of many states perfectly is projecting an sw…,,
"RT @SitaramYechury: Election Commission must ensure:
•Vote cast is recorded in the Control Unit of the EVM &amp; then shown by VVPAT.
•100% mat…",,
"@shivjiramgupta @INCIndia @RahulGandhi @adhirrcinc @INCWestBengal @BJP4Bengal BJP had zero base in WB. To build a party it needs to hire efficient people from other party. TMC was formed by taking ppl from Congress &amp; Left. So it is not stray incident in politics. As far as MP are contesting MLA seat, Coz it is BJP's confidence to form govt.",, India
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,india
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,Rajasthan India
"""West Bengal and its Muslims: Why Hindu see them red?""
#BengalElection2021 #Muslims #Migrants #HindusLivesMatter @BJP4India @AITCofficial @INCWestBengal 

https://t.co/jRNbECTmqE",,"Bengaluru, India"
RT @CPIM_WESTBENGAL: Campaign rolls on at Bally AC in support of #SanjuktaMorcha supported CPIM candidate @DharDipsita. Defeat the TMC-BJP…,,Bangalore
"RT @NidhiSuresh_: “If you speak openly against them (CPIM), they will either kill you or hack your limbs and leave you to rot"" 

- Mohammad…",,भारत
"Tripura CM Biplab Kumar Deb term CPI(M) as ‘ghost who never dies’ 
#Biplab_Kumar_Deb #CM #CPI(M) #election #ghost_who_never_dies #GMP #rally #Tripura
#breakingnews #dailynews #currentnews #northeastnews #newsmove
https://t.co/SlJtuPAS93",,"Guwahati,India "
"one thing you have to agree -communists are still creative - could never create jobs, but can create good parodies - https://t.co/b4DCQXjuvw

enjoy and RT
@raniroyrocky @Bauddhika108 #BengalElection2021 #cpim #BattleForBengal #WestBengal #WestBengalElections #WestBengalPolls #bjp",,"New Delhi, India"
what the fuck is the point of paying isf for feta is i won't get my album fast? SCREAMS OUT OF FRUSTRATION,,20 she/her
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,
"RT @made4u_ph: CC with 500K limit requires 💸💸💸💸 income. But yeah, working capital is a must and you sould know hindi lang product itself at…",,soon
RT @duryodan_: CPIM backed candidate KT Sulaiman Haji in #Kerala hides details of his second wife (18) from #Pakistan by writing ‘ Not Appl…,,HINDUSTAN
RT @UnkownYash: @INCWestBengal  launched its manifesto for the upcoming Bengal election in the presence of @adhirrcinc  da and other Congre…,,India
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,"नई दिल्ली, भारत"
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,"Shahjahanpur, India"
"RT @promzzz: What Bengal thinks today, the rest of india thinks tomorrow. This is still valid. Bengal thought of institutionalised tolabaji…",,
"RT @cpimspeak: .@SitaramYechury letter to the Chief Election Commissioner, Election Commission of India on certain concerns arisen on the f…",,"Kulgam, Jammu And Kashmir"
RT @CPIM_WESTBENGAL: Campaign rolls on at Bally AC in support of #SanjuktaMorcha supported CPIM candidate @DharDipsita. Defeat the TMC-BJP…,,
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,
RT @UnkownYash: @INCWestBengal  launched its manifesto for the upcoming Bengal election in the presence of @adhirrcinc  da and other Congre…,,"Mylapore Tiruvallike, India"
"RT @ANI: Congress has no shame. In Kerala, they're against CPI(M) while in tandem with CPM in Bengal. They have alliance with Muslim League…",,"Raipur , Chhattisgarh, India"
RT @CENTCOM: #Coalition jets conducted 133 precision airstrikes in support of @iraqicts ground ops in Qarachogh MTN to #DefeatDaesh @CJTFOI…,,"Washington, D.C."
@pakjemen 1K isf???,,
"SEATS COVERED- 24
TMC- 5
BJP- 19
INC+LEFT+ISF- 0",,"Kolkata, India"
"ISF Leader’s House Set on Fire in Bhangor After Abbas Siddiqui’s Rally, 2 Held https://t.co/NKxHkuah9s",,
"are there any melodies who need btob albums??? i won't make it non-profit, but will give the profit to my friend who needs financial assistance for her mother 😭

you can also dm me for donation, ayaw nya talaga manghingi ng help kasi nga pandemic, but they really need it",,btobday6ab6ixcnbluevixxastro&
"RT @thomasJins: CPIM crushed CPI like anything. This election will see near death of CPI in Kerala.

CPI will either die, merge or allign w…",,"Raichur, India"
"RT @promzzz: What Bengal thinks today, the rest of india thinks tomorrow. This is still valid. Bengal thought of institutionalised tolabaji…",,"Gorkhaland, India"
RT @duryodan_: CPIM backed candidate KT Sulaiman Haji in #Kerala hides details of his second wife (18) from #Pakistan by writing ‘ Not Appl…,,Antinationals ki...mein bamboo
"RT @souravramyani: Whom to Vote? A dilemma for Voters like me,want you all to ask as Lenin : What is to be done? I’m completely perplexed a…",,Koderma
"interest check | wts | lfb | PH only

interest check for these joshua photocards! there will be sets here pero almost all of them are sold individually 🤍

꒱ price range: 100-350 (exclu of isf &amp; lsf)
꒱ 4 weeks after processing
꒱ payo to secure!
꒱ no cancellation https://t.co/UsOfllYj3U",,
RT @Ash_Rokzz23: Another  pollster SN News who doesn't get it wrong usually in direction sticks his neck out and gives BJP Sweep in Bengal…,,
"RT @ComradeBunnyy: Candidate list in West Bengal :

CPIM + CPI = 70 % Youth candidates 

TMC = 80 % candidates are actors/ actress

BJP = 9…",,"Noida, India"
"RT @neel_bhaduri: SEATS COVERED- 24
TMC- 5
BJP- 19
INC+LEFT+ISF- 0",,"Chennai, India"
RT @Ash_Rokzz23: Tathya who is reliable pollster and has ears to the ground and predicted wind of many states perfectly is projecting an sw…,,"Chennai, India"
RT @Ash_Rokzz23: Another  pollster SN News who doesn't get it wrong usually in direction sticks his neck out and gives BJP Sweep in Bengal…,,"Hyderabad, India"
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,
RT @UnkownYash: @INCWestBengal  launched its manifesto for the upcoming Bengal election in the presence of @adhirrcinc  da and other Congre…,,
Guyz!!,,she•her
"RT @mythicalchwe: interest check | wts | lfb | PH only

interest check for these joshua photocards! there will be sets here pero almost all…",,she•her
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,Koderma
RT @UnkownYash: @INCWestBengal  launched its manifesto for the upcoming Bengal election in the presence of @adhirrcinc  da and other Congre…,,
"RT @dola_anika: ¥¥¥

On a serious note,
Can You Imagine or Acknowledge 

After, 

Siddhartha Shankar Roy (Congress) 

Jyoti Basu (CPIM) 

B…",,
"RT @promzzz: What Bengal thinks today, the rest of india thinks tomorrow. This is still valid. Bengal thought of institutionalised tolabaji…",,Bangalore / Durgapur
"RT @SeedFed: ISF's Seed Health Manager, Dr Rose Souza Richards @mar10836885 will take part in this event. 

Register here 👉https://t.co/Gym…",,Switzerland
"In public rally for our Kharagpur Sadar candidate Smt Reeta Sharma in Paschim Medinipur district with Shri @JitinPrasada Incharge WB and Shri @HariprasadBK2 Ji. 

People of West Bengal are ready to vote for INC-CPM alliance. @INCIndia @INCWestBengal @RahulGandhi @priyankagandhi https://t.co/KP6BEPd6wj",,"Sultanpur, New Delhi, JNU"
@BJP4Bengal Why following others path bjp? This is congress and cpim strategy. Logo ko bhukhe aur garib rakhna. Don't make this strategy. Better do something for their benefit.,,
"#CPIM State Secretary K Balakrishnan campaigns in support of #DMK #Virudhunagar candidate, sitting MLA ARR Seenivasan. 
#TamilNaduElections2021
@VinodhArulappan @xpresstn https://t.co/Dlk4JIEgNq",,Virudhunagar
"RT @annyeongmelody: are there any melodies who need btob albums??? i won't make it non-profit, but will give the profit to my friend who ne…",,new acc grr
"RT @annyeongmelody: are there any melodies who need btob albums??? i won't make it non-profit, but will give the profit to my friend who ne…",,"찬이의 ""방"" 🐺"
RT @BPSinghINC_: In public rally for our Kharagpur Sadar candidate Smt Reeta Sharma in Paschim Medinipur district with Shri @JitinPrasada I…,,"Kishanganj, India"
"#CGH_mercari_finds

🍑 Jeonghan OTY Trading Card  - 180 + isf and lsf
🍑 OTP OTY Trading Card - 210 + isf and lsf
🍑 Set - 1750 + isf and lsf

— not yet secured or onhand 
— dm/reply if interested
— from mercari 
— PAYO https://t.co/bLjTvIKJUi",,she/her masterlist in carrd
RT @CPIM_WESTBENGAL: Glimpses of the door to door campaign at Pashkura East AC in  support of the #SanjuktaMorcha supported LF nominated CP…,,"Bengaluru, India"
RT @BPSinghINC_: In public rally for our Kharagpur Sadar candidate Smt Reeta Sharma in Paschim Medinipur district with Shri @JitinPrasada I…,,
RT @Ash_Rokzz23: Tathya who is reliable pollster and has ears to the ground and predicted wind of many states perfectly is projecting an sw…,,
"RT @cghkart: #CGH_mercari_finds

🍑 Jeonghan OTY Trading Card  - 180 + isf and lsf
🍑 OTP OTY Trading Card - 210 + isf and lsf
🍑 Set - 1750 +…",,"caratland, ncity, exo planet "
RT @Ash_Rokzz23: Tathya who is reliable pollster and has ears to the ground and predicted wind of many states perfectly is projecting an sw…,,"Paris, France"
hello my friend @minwoncart,,pamps
"if madami interested, i'll post ng 12am HAHAHAHA i'm sorry late omg :(",,
"@DrlathaC @NAN_DINI_ Not so difficult.
Modus operandi @CPIM_WESTBENGAL &amp; @Trinamool .
Terrorise Genuine voters for 5yrs
Manage fake voters &amp;ID
Polling day:
Depute party goons to prevent voter turn out.
Cast fake votes ""Peacefully""
Reports OK
@ECISVEEP ""satisfied"" 
SC satisfied
Where r ppl?",,
RT @CPIM_WESTBENGAL: Campaign rolls on at Bally AC in support of #SanjuktaMorcha supported CPIM candidate @DharDipsita. Defeat the TMC-BJP…,,Naihati
"RT @annyeongmelody: are there any melodies who need btob albums??? i won't make it non-profit, but will give the profit to my friend who ne…",,
"RT @mythicalchwe: interest check | wts | lfb | PH only

interest check for these joshua photocards! there will be sets here pero almost all…",,"우리 마지막이 언제일지 알지 못하더라도 
행여 무슨 일이 생겨서 보지 못하더라도
내게 기대 기대 기대"
"RT @mythicalchwe: if madami interested, i'll post ng 12am HAHAHAHA i'm sorry late omg :(",,"우리 마지막이 언제일지 알지 못하더라도 
행여 무슨 일이 생겨서 보지 못하더라도
내게 기대 기대 기대"
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,"Mumbai, India"
RT @SaralPatel: It was nice meeting you @RoshanLalBittu! All the best to you &amp; Team @NSUIWestBengal for the campaigning!,,Jharkhand
"RT @promzzz: What Bengal thinks today, the rest of india thinks tomorrow. This is still valid. Bengal thought of institutionalised tolabaji…",,India
"@savvyasaachi @themangoindian Achi maman seat! Cmon this is ridiculous.. of not BJP, it must be CPIM cake walk",,"Pune, India"
RT @Ash_Rokzz23: Tathya who is reliable pollster and has ears to the ground and predicted wind of many states perfectly is projecting an sw…,,Hyderabad
"RT @HaridasKishore: Women takes the lead in writing on the walls for Com. MB Rajesh, CPIM candidate from Thrithala constituency, Palakkad d…",,"Kochi, India"
"RT @thomasJins: CPIM crushed CPI like anything. This election will see near death of CPI in Kerala.

CPI will either die, merge or allign w…",,
RT @LocalFocus1: Ongoing ISF operation in Al Issawiyah neighborhood E of Jerusalem City,,"Jerusalem, Israel"
RT @CPIM_WESTBENGAL: Campaign rolls on at Bally AC in support of #SanjuktaMorcha supported CPIM candidate @DharDipsita. Defeat the TMC-BJP…,,India
"RT @mythicalchwe: interest check | wts | lfb | PH only

interest check for these joshua photocards! there will be sets here pero almost all…",,
"RT @thomasJins: CPIM crushed CPI like anything. This election will see near death of CPI in Kerala.

CPI will either die, merge or allign w…",,"Trivandrum, India"
"RT @thomasJins: CPIM crushed CPI like anything. This election will see near death of CPI in Kerala.

CPI will either die, merge or allign w…",,United States
"RT @promzzz: What Bengal thinks today, the rest of india thinks tomorrow. This is still valid. Bengal thought of institutionalised tolabaji…",,
RT @BPSinghINC_: In public rally for our Kharagpur Sadar candidate Smt Reeta Sharma in Paschim Medinipur district with Shri @JitinPrasada I…,,"Hardoi, India"
RT @taslimanasreen: I was thrown out of West Bengal by CPIM in 2007 and was prevented from entering West Bengal by TMC since 2009. Will I b…,,"Hamburg, Germany"
"RT @SitaramYechury: Election Commission must ensure:
•Vote cast is recorded in the Control Unit of the EVM &amp; then shown by VVPAT.
•100% mat…",,
"RT @SitaramYechury: Election Commission must ensure:
•Vote cast is recorded in the Control Unit of the EVM &amp; then shown by VVPAT.
•100% mat…",,Pondicherry
@valmartin25 mahal isf eh if direct to ph but if u have the budget for fast eta pwede naman hshshs,,any prns | 18 | @jayoonult 
@yoonsells hm estimated isf?,,
RT @duryodan_: CPIM backed candidate KT Sulaiman Haji in #Kerala hides details of his second wife (18) from #Pakistan by writing ‘ Not Appl…,,भारतवर्ष
"@INCWestBengal FAKE NATIONALIST
https://t.co/vTpXwH2pj6",,
The overall numerical strength of Communist Cadres of both @cpi and @cpimspeak is rapidly declining throughout India with both parties decimated in West Bengal. I would appeal cadres of both parties to merge throughout India to save the Left from extinction.,,
RT @Ash_Rokzz23: Tathya who is reliable pollster and has ears to the ground and predicted wind of many states perfectly is projecting an sw…,,
RT @UnkownYash: @INCWestBengal  launched its manifesto for the upcoming Bengal election in the presence of @adhirrcinc  da and other Congre…,,India
RT @CPIM_WESTBENGAL: Support pours in for  #SanjuktaMorcha supported LF nominated CPIM candidate Pritha Taa. Defeat the TMC-BJP nexus. Vote…,,thiruvananthapuram
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,India
RT @BPSinghINC_: In public rally for our Kharagpur Sadar candidate Smt Reeta Sharma in Paschim Medinipur district with Shri @JitinPrasada I…,,"New Delhi,Patna,Ara (Bihar)"
RT @Idealogue45: The overall numerical strength of Communist Cadres of both @cpi and @cpimspeak is rapidly declining throughout India with…,,"Cochin, India"
"RT @bosechem: This is in Bhangar, a constituency with 67% M voters.
Just see the crowd ISF supremo Peerzada Abbas is drawing!!!
Hope TMC is…",,"College Station, TX"
"RT @khanthefatima: ""We are witnessing an interesting paradox of an unprecedented acceptance of autonomous Muslim political parties at the h…",,Bindki
@ItsYourDev If you’re a TRUE “Transfer My Commission” Party’s supporter then plz save my reply- TMC will get &lt;=100 seats and 4 BJP &gt;155 &amp; COMMUNAL MORCHA &lt;30 @MamataOfficial @akshaykumar @BJP4India @DilipGhoshBJP @narendramodi @AmitShah @CPIM_WESTBENGAL Plz accpt my CHHLNG if u hv Courage,,"Naihati, Kolkata"
RT @mohan71105: @thomasJins @chennithala Great success 👏👍👌 And a set back to #LDF - total silence on the part CPIM on this issue does give…,,
RT @Idealogue45: The overall numerical strength of Communist Cadres of both @cpi and @cpimspeak is rapidly declining throughout India with…,,
RT @Idealogue45: The overall numerical strength of Communist Cadres of both @cpi and @cpimspeak is rapidly declining throughout India with…,,
"RT @annyeongmelody: are there any melodies who need btob albums??? i won't make it non-profit, but will give the profit to my friend who ne…",,Republic of the Philippines
"RT @thomasJins: CPIM crushed CPI like anything. This election will see near death of CPI in Kerala.

CPI will either die, merge or allign w…",,
RT @CPIM_WESTBENGAL: Campaign rolls on at Bally AC in support of #SanjuktaMorcha supported CPIM candidate @DharDipsita. Defeat the TMC-BJP…,,
"@ChikuJaiin @narendramodi @PMOIndia @smritiirani @DrRPNishank @itspcofficial @MamataOfficial @WHO @DrHVoffice @drharshvardhan @MoHFW_INDIA @narendramodi if this is real Do something.
#COVID19 #EducationMinisterGoesLive
#Help @MamataOfficial @DrRPNishank @AmitShah  @jdhankhar1 @itspcofficial @CPKolkata @KolkataPolice @CPIM_WESTBENGAL @BJP4India @aajtak  @ZeeNews @IndiaToday @BJPLive @LiveLawIndia  @NEWS @bengal",,
@ManishYadavIn @JitinPrasada @IndrajGurjarinc @SachinPilot @INCIndia @INCRajasthan @devendrayadvinc @ajaymaken @INCWestBengal @RahulGandhi Good work netaji😘 keep it up👍,,
"RT @thomasJins: CPIM crushed CPI like anything. This election will see near death of CPI in Kerala.

CPI will either die, merge or allign w…",,"Kerala, India"
"RT @cpimspeak: .@SitaramYechury letter to the Chief Election Commissioner, Election Commission of India on certain concerns arisen on the f…",,
@drisyadrisya Only non-natives &amp; outsiders would believe congress to finish second in Malampuzha.. Krishnakumar has been puting efforts over the last few years in Malampuzha and he's definitely expected to put up a good show and surely 2nd if he does loose to Cpim..congress is nowhere,,"Kerala, India"
"RT @thomasJins: CPIM crushed CPI like anything. This election will see near death of CPI in Kerala.

CPI will either die, merge or allign w…",,Earth
"@_TheEnigmous What if we look at the election seats in reverse - which are the definite Congress/CPIM seats and definite BJP seats?

That way we will know how well TMC can potentially do.",,India
RT @BPSinghINC_: In public rally for our Kharagpur Sadar candidate Smt Reeta Sharma in Paschim Medinipur district with Shri @JitinPrasada I…,,"Miranpur, India"
"RT @mythicalchwe: interest check | wts | lfb | PH only

interest check for these joshua photocards! there will be sets here pero almost all…",,PLS UNTAG US IN CONVERSATION
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,
I think that cpi party hate speech against farmer cpi party leader not know about differance between landlords and farmer,,
RT @RoshanLalBittu: Visited @INCWestBengal war room and spent good time with @INCIndia Social Media Team along with its National Convenor &amp;…,,
RT @PahariPiyali: @_TheEnigmous What if we look at the election seats in reverse - which are the definite Congress/CPIM seats and definite…,,KOLKATA INDIA 
"RT @mythicalchwe: interest check | wts | lfb | PH only

interest check for these joshua photocards! there will be sets here pero almost all…",,saythename
